GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,EST_VC11,MOE_VC11,EST_VC12,MOE_VC12,EST_VC13,MOE_VC13,EST_VC15,MOE_VC15,EST_VC16,MOE_VC16,EST_VC17,MOE_VC17,EST_VC18,MOE_VC18,EST_VC19,MOE_VC19,EST_VC20,MOE_VC20,EST_VC21,MOE_VC21,EST_VC22,MOE_VC22,EST_VC23,MOE_VC23,EST_VC25,MOE_VC25,EST_VC32,MOE_VC32,EST_VC33,MOE_VC33,EST_VC34,MOE_VC34,EST_VC36,MOE_VC36,EST_VC37,MOE_VC37,EST_VC38,MOE_VC38,EST_VC40,MOE_VC40,EST_VC41,MOE_VC41,EST_VC42,MOE_VC42,EST_VC44,MOE_VC44,EST_VC45,MOE_VC45,EST_VC46,MOE_VC46,EST_VC48,MOE_VC48,EST_VC49,MOE_VC49,EST_VC50,MOE_VC50,EST_VC123,MOE_VC123,EST_VC124,MOE_VC124,EST_VC125,MOE_VC125,EST_VC126,MOE_VC126,EST_VC127,MOE_VC127,EST_VC128,MOE_VC128,EST_VC130,MOE_VC130,EST_VC131,MOE_VC131,EST_VC132,MOE_VC132,EST_VC133,MOE_VC133,EST_VC134,MOE_VC134,EST_VC135,MOE_VC135,EST_VC139,MOE_VC139,EST_VC300,MOE_VC300
0400000US12,12,Florida,004,Black or African American alone,3105799,17159,47.9,0.2,52.1,0.2,7.4,0.1,19.7,0.2,12.7,0.2,14.6,0.2,13.0,0.2,13.4,0.2,10.1,0.1,5.5,0.1,3.6,0.1,31.6,0.2,843678,10208,50.5,0.5,49.5,0.5,2262121,10388,46.9,0.2,53.1,0.2,848335,7211,48.7,0.5,51.3,0.5,1132656,7735,47.0,0.3,53.0,0.3,281130,3055,41.0,0.5,59.0,0.5,1867536,9580,19.7,0.5,33.6,0.7,30.1,0.6,10.8,0.4,5.9,0.3,80.3,0.5,78.5,0.7,81.9,0.6,16.7,0.5,14.4,0.7,18.6,0.7,857246,6532,32218,515
0400000US12,12,Florida,012,Asian alone (400-499),488052,7850,46.1,0.7,53.9,0.7,5.5,0.4,15.5,0.5,9.6,0.6,16.1,0.6,17.5,0.6,13.8,0.6,11.6,0.4,7.1,0.5,3.3,0.3,36.8,0.5,102825,3751,49.6,2.1,50.4,2.1,385227,5432,45.2,0.6,54.8,0.6,125386,4024,47.8,1.4,52.2,1.4,209336,4273,44.7,0.7,55.3,0.7,50505,2275,40.9,1.7,59.1,1.7,338468,4747,14.5,1.2,17.7,1.3,20.8,1.1,28.0,1.6,19.0,1.3,85.5,1.2,88.7,1.5,83.0,1.4,47.0,1.7,50.4,2.3,44.2,2.0,143307,3630,59503,3197
0400000US12,12,Florida,070,Some other race alone,459361,23271,51.5,1.3,48.5,1.3,7.2,0.8,20.3,1.2,14.1,1.0,16.9,1.2,15.7,1.0,13.2,0.9,7.9,0.8,3.0,0.5,1.7,0.3,30.2,0.8,126518,10282,49.0,2.5,51.0,2.5,332843,16901,52.5,1.5,47.5,1.5,142170,8551,55.8,2.3,44.2,2.3,169055,10148,50.4,1.8,49.6,1.8,21618,2746,47.8,4.4,52.2,4.4,268152,13773,29.6,2.3,27.2,2.0,24.9,1.6,12.5,1.5,5.8,1.0,70.4,2.3,69.2,2.9,71.6,2.8,18.3,1.8,15.8,1.7,20.9,2.8,129052,8014,36644,1436
0400000US13,13,Georgia,002,White alone,5992846,16084,49.5,0.1,50.5,0.1,5.9,0.1,16.5,0.1,9.2,0.1,12.9,0.1,13.7,0.1,14.7,0.1,12.8,0.1,8.5,0.1,5.9,0.1,39.3,0.2,1345520,8784,51.2,0.3,48.8,0.3,4647326,10210,49.0,0.1,51.0,0.1,1321281,7614,51.4,0.2,48.6,0.2,2464147,6755,49.5,0.1,50.5,0.1,861898,2187,43.9,0.1,56.1,0.1,4096502,9571,13.5,0.4,28.3,0.4,27.3,0.4,19.6,0.3,11.4,0.2,86.5,0.4,85.6,0.5,87.4,0.4,30.9,0.4,31.6,0.6,30.3,0.5,1422309,6362,54595,685
0400000US13,13,Georgia,004,Black or African American alone,3063367,11970,47.1,0.2,52.9,0.2,7.3,0.1,20.4,0.2,12.1,0.2,14.2,0.2,14.3,0.2,13.6,0.1,10.2,0.1,4.9,0.1,3.0,0.1,32.1,0.2,851131,7882,51.1,0.5,48.9,0.5,2212236,7253,45.6,0.1,54.4,0.1,803951,5772,47.9,0.4,52.1,0.4,1167684,6841,45.4,0.2,54.6,0.2,240601,2440,39.0,0.5,61.0,0.5,1843035,7225,16.3,0.4,30.0,0.5,33.0,0.8,13.4,0.6,7.3,0.3,83.7,0.4,82.1,0.7,85.1,0.6,20.7,0.7,17.4,0.9,23.4,0.9,869391,5478,34717,728
0400000US13,13,Georgia,012,Asian alone (400-499),337015,6051,48.1,0.6,51.9,0.6,6.4,0.5,17.8,0.7,11.0,0.7,16.1,0.7,19.2,0.6,13.6,0.5,9.5,0.5,4.3,0.4,2.2,0.4,34.1,0.5,81467,3340,49.8,1.6,50.2,1.6,255548,3998,47.5,0.7,52.5,0.7,91216,2265,49.4,1.6,50.6,1.6,142298,2888,46.3,0.8,53.7,0.8,22034,1251,47.9,2.5,52.1,2.5,218446,3531,12.5,1.6,15.6,1.5,18.2,1.4,28.9,1.8,24.8,1.7,87.5,1.6,89.4,1.9,85.8,2.0,53.7,2.0,58.1,2.4,49.8,2.3,103287,2817,65321,2682
0400000US13,13,Georgia,070,Some other race alone,297813,14511,56.0,1.3,44.0,1.3,11.0,1.2,25.2,1.7,11.8,1.3,21.7,1.3,16.5,1.2,8.8,1.0,3.3,0.6,1.1,0.4,0.5,0.2,25.9,0.8,107888,7578,53.4,2.7,46.6,2.7,189925,9249,57.5,1.6,42.5,1.6,99945,6068,58.2,2.5,41.8,2.5,85150,6145,56.9,2.0,43.1,2.0,4830,1213,53.3,10.0,46.7,10.0,154723,7743,42.9,3.0,28.3,2.3,18.7,2.3,7.6,1.4,2.5,0.8,57.1,3.0,55.3,3.7,59.5,3.3,10.1,1.6,8.8,1.9,11.7,2.5,76387,4895,30288,2479
0400000US15,15,Hawaii,002,White alone,347252,2786,54.9,0.3,45.1,0.3,4.8,0.3,8.7,0.3,10.1,0.2,17.5,0.3,12.8,0.2,13.7,0.2,16.8,0.2,9.7,0.1,6.0,0.1,41.5,0.6,46808,1493,50.9,1.6,49.1,1.6,300444,2243,55.6,0.3,44.4,0.3,95840,1368,59.9,0.6,40.1,0.6,150099,1481,54.6,0.5,45.4,0.5,54505,583,50.4,0.5,49.6,0.5,265475,2097,3.8,0.5,21.1,1.4,34.5,1.5,23.6,1.4,16.9,1.0,96.2,0.5,96.0,0.7,96.4,0.8,40.5,1.6,39.0,1.9,42.4,2.0,72896,1450,66286,2439
0400000US15,15,Hawaii,012,Asian alone (400-499),531663,10568,46.5,0.5,53.5,0.5,3.5,0.3,11.3,0.5,7.2,0.4,10.9,0.4,13.0,0.3,15.3,0.4,15.7,0.3,10.7,0.3,12.4,0.2,48.0,0.5,78575,4410,53.2,2.0,46.8,2.0,453088,7312,45.3,0.5,54.7,0.5,96075,3697,48.7,1.5,51.3,1.5,234169,4093,45.7,0.7,54.3,0.7,122844,1413,41.9,0.6,58.1,0.6,414923,6302,12.7,1.0,27.0,1.1,29.5,1.1,21.5,0.9,9.3,0.6,87.3,1.0,88.9,1.2,86.0,1.1,30.8,1.0,29.1,1.4,32.2,1.2,121894,3908,71946,2387
0400000US15,15,Hawaii,050,Native Hawaiian and Other Pacific Islander alone (500-599),145408,5729,50.4,0.9,49.6,0.9,8.2,0.7,22.6,1.2,11.1,0.8,14.9,0.9,13.1,0.8,12.0,0.7,9.8,0.6,5.4,0.4,2.9,0.5,30.7,0.8,44801,3028,52.2,2.0,47.8,2.0,100607,3813,49.5,1.2,50.5,1.2,37811,2192,50.5,2.5,49.5,2.5,50628,2236,49.7,1.6,50.3,1.6,12168,938,45.9,2.8,54.1,2.8,84458,3099,13.9,1.9,45.8,2.5,28.6,2.7,7.2,1.3,4.5,1.1,86.1,1.9,86.9,2.2,85.4,3.0,11.7,1.6,9.1,2.2,14.2,2.2,37650,1939,59935,5175
0400000US16,16,Idaho,002,White alone,1458371,6843,49.9,0.2,50.1,0.2,7.0,0.1,18.9,0.2,9.5,0.2,13.0,0.2,12.2,0.2,12.9,0.1,12.5,0.1,8.1,0.1,5.9,0.1,36.1,0.2,377245,3393,51.1,0.5,48.9,0.5,1081126,4045,49.5,0.2,50.5,0.2,328738,2828,50.6,0.4,49.4,0.4,547511,2817,49.8,0.2,50.2,0.2,204877,1064,46.8,0.2,53.2,0.2,942667,3756,9.1,0.5,27.9,0.8,36.9,1.0,17.7,0.8,8.3,0.6,90.9,0.5,90.0,0.7,91.8,0.7,26.0,1.0,27.5,1.2,24.5,1.2,334667,3216,45882,934
0400000US17,17,Illinois,002,White alone,9358637,24157,49.3,0.1,50.7,0.1,5.7,0.1,16.1,0.1,9.1,0.1,13.4,0.1,12.8,0.1,14.8,0.1,13.1,0.1,8.0,0.1,7.0,0.1,39.7,0.2,2040399,12455,51.2,0.2,48.8,0.2,7318238,14400,48.7,0.1,51.3,0.1,2103157,9330,50.9,0.1,49.1,0.1,3811116,8299,49.7,0.1,50.3,0.1,1403965,2747,43.0,0.1,57.0,0.1,6467463,12418,9.9,0.2,27.7,0.3,29.2,0.3,20.8,0.3,12.4,0.2,90.1,0.2,89.7,0.3,90.5,0.2,33.2,0.3,33.4,0.4,33.0,0.3,2211435,8539,60343,342
0400000US17,17,Illinois,004,Black or African American alone,1853436,9027,46.8,0.2,53.2,0.2,6.6,0.1,19.7,0.2,12.2,0.2,13.3,0.2,13.0,0.1,13.7,0.1,11.1,0.1,6.1,0.1,4.3,0.1,33.5,0.3,487131,6397,50.1,0.4,49.9,0.4,1366305,5818,45.7,0.2,54.3,0.2,472975,4614,48.6,0.5,51.4,0.5,701279,3601,45.6,0.3,54.4,0.3,192051,1374,38.7,0.4,61.3,0.4,1140512,4612,16.0,0.5,29.3,0.7,35.6,0.7,12.0,0.5,7.0,0.4,84.0,0.5,82.3,0.8,85.3,0.6,19.0,0.6,16.1,0.8,21.4,0.8,500858,4438,32090,639
0400000US17,17,Illinois,012,Asian alone (400-499),617924,6059,48.3,0.3,51.7,0.3,6.0,0.3,15.6,0.4,9.5,0.4,18.4,0.4,17.3,0.4,12.5,0.3,10.9,0.2,6.6,0.2,3.3,0.1,35.3,0.3,133399,4046,51.1,1.1,48.9,1.1,484525,3920,47.5,0.3,52.5,0.3,172049,2885,49.7,0.8,50.3,0.8,251707,3179,46.6,0.5,53.4,0.5,60769,1339,45.1,0.9,54.9,0.9,425997,3612,9.9,0.9,11.0,1.1,15.9,0.9,35.9,1.2,27.3,1.2,90.1,0.9,91.9,1.0,88.5,1.1,63.2,1.2,66.1,1.7,60.6,1.5,177413,2253,73690,3164
0400000US17,17,Illinois,070,Some other race alone,731378,24796,52.7,0.7,47.3,0.7,9.0,0.6,24.6,0.6,11.0,0.5,18.4,0.7,16.9,0.6,10.8,0.7,5.8,0.4,2.1,0.3,1.4,0.2,28.0,0.5,245818,11552,52.4,1.4,47.6,1.4,485560,15315,52.9,0.7,47.1,0.7,214935,9585,53.6,1.3,46.4,1.3,245035,8558,53.0,1.1,47.0,1.1,25590,2467,45.1,3.9,54.9,3.9,405149,12572,43.6,1.4,29.0,1.5,18.2,1.2,6.6,0.7,2.6,0.5,56.4,1.4,54.8,2.0,58.2,1.8,9.2,0.9,8.0,1.0,10.7,1.3,199920,7902,43911,2040
0400000US18,18,Indiana,002,White alone,5513003,9610,49.3,0.1,50.7,0.1,5.9,0.1,16.8,0.1,9.8,0.1,12.4,0.1,12.5,0.1,14.6,0.1,13.2,0.1,8.2,0.1,6.7,0.1,39.4,0.1,1250652,5447,51.4,0.2,48.6,0.2,4262351,6314,48.6,0.1,51.4,0.1,1221360,4394,50.5,0.2,49.5,0.2,2219619,3773,49.6,0.1,50.4,0.1,821372,1576,43.3,0.1,56.7,0.1,3722271,5422,11.5,0.2,35.9,0.4,28.8,0.4,15.5,0.3,8.4,0.2,88.5,0.2,88.2,0.3,88.8,0.3,23.8,0.4,23.8,0.5,23.9,0.4,1289074,5075,49669,519
0400000US18,18,Indiana,004,Black or African American alone,598171,6855,47.8,0.3,52.2,0.3,7.9,0.4,21.2,0.4,11.8,0.4,14.0,0.4,13.1,0.4,13.3,0.3,10.0,0.2,5.1,0.2,3.6,0.2,31.7,0.4,174226,5233,50.2,0.9,49.8,0.9,423945,3349,46.8,0.4,53.2,0.4,154691,2908,49.3,0.9,50.7,0.9,217489,2933,46.2,0.6,53.8,0.6,51765,1242,41.9,1.1,58.1,1.1,353283,3440,15.4,0.9,34.0,1.3,34.1,1.3,10.4,0.9,6.1,0.7,84.6,0.9,82.0,1.3,86.8,1.1,16.5,1.1,14.9,1.7,17.8,1.2,159266,2230,28577,1310
0400000US18,18,Indiana,012,Asian alone (400-499),107736,3733,47.2,1.3,52.8,1.3,5.2,1.2,15.3,1.7,16.8,1.5,19.6,1.7,15.9,1.9,13.0,1.7,8.6,1.3,3.4,0.8,2.1,0.7,31.7,0.8,22097,2410,48.6,4.2,51.4,4.2,85639,2285,46.8,1.3,53.2,1.3,39262,2400,51.2,2.0,48.8,2.0,40407,2041,42.4,2.3,57.6,2.3,5970,1151,47.8,7.2,52.2,7.2,67540,2321,13.7,2.7,15.5,2.9,15.0,2.1,26.3,3.1,29.5,2.7,86.3,2.7,87.9,4.2,84.9,3.0,55.8,3.8,59.7,5.2,52.5,4.3,35447,1863,50327,3619
0400000US18,18,Indiana,070,Some other race alone,157490,9515,52.3,1.7,47.7,1.7,11.4,1.3,26.0,1.7,12.1,1.5,18.1,1.6,16.8,1.4,8.9,1.0,4.7,0.7,1.2,0.3,0.9,0.4,25.4,1.5,58825,4670,50.0,3.6,50.0,3.6,98665,6293,53.7,1.9,46.3,1.9,47522,4297,52.9,2.7,47.1,2.7,47836,3526,56.3,2.5,43.7,2.5,3307,839,27.5,7.0,72.5,7.0,79578,5001,40.1,3.4,32.1,3.9,18.7,2.3,7.3,1.8,1.9,1.0,59.9,3.4,60.5,5.0,59.1,4.4,9.1,2.2,7.9,2.9,10.6,3.1,41720,3379,36045,2153
0400000US19,19,Iowa,002,White alone,2817947,5797,49.3,0.1,50.7,0.1,6.0,0.1,16.4,0.1,9.9,0.1,12.4,0.1,11.6,0.1,14.2,0.1,13.4,0.1,8.3,0.1,8.0,0.1,39.8,0.2,629443,3213,51.1,0.3,48.9,0.3,2188504,3879,48.8,0.1,51.2,0.1,626282,2612,50.7,0.2,49.3,0.2,1103413,2686,50.0,0.1,50.0,0.1,458809,1251,43.3,0.1,56.7,0.1,1910689,3590,7.6,0.2,32.7,0.4,33.4,0.4,18.4,0.4,8.0,0.2,92.4,0.2,91.6,0.4,93.2,0.3,26.4,0.4,25.8,0.5,27.0,0.5,641323,3075,51670,422
0400000US19,19,Iowa,004,Black or African American alone,91660,3711,54.1,1.6,45.9,1.6,9.1,1.0,22.8,2.0,14.5,1.7,15.3,2.0,13.6,1.7,11.7,1.5,8.3,1.0,2.5,0.6,2.1,0.5,27.3,1.7,29240,2968,53.0,4.1,47.0,4.1,62420,2105,54.5,1.4,45.5,1.4,27296,1929,55.5,2.7,44.5,2.7,30835,1719,55.3,2.5,44.7,2.5,4289,666,42.8,5.7,57.2,5.7,49116,2003,16.8,2.7,29.0,2.8,33.9,3.2,10.7,2.1,9.6,2.3,83.2,2.7,84.7,4.1,81.4,3.7,20.3,3.0,21.6,4.2,18.9,3.7,22115,1274,27373,3176
0400000US20,20,Kansas,002,White alone,2468884,7141,49.5,0.1,50.5,0.1,6.4,0.1,17.3,0.1,9.9,0.1,13.0,0.1,11.8,0.1,13.9,0.1,12.9,0.1,7.7,0.1,7.1,0.1,37.7,0.2,585119,3972,51.3,0.3,48.7,0.3,1883765,4328,49.0,0.1,51.0,0.1,566994,3309,51.3,0.2,48.7,0.2,951254,2769,49.6,0.1,50.4,0.1,365517,1017,43.7,0.1,56.3,0.1,1638537,4057,8.7,0.3,27.5,0.6,32.3,0.6,20.5,0.4,11.0,0.4,91.3,0.3,90.7,0.5,91.8,0.4,31.5,0.5,31.2,0.7,31.7,0.6,567396,3351,51813,540
0400000US20,20,Kansas,004,Black or African American alone,167414,4128,51.1,1.1,48.9,1.1,8.1,0.6,19.8,1.2,12.2,1.0,14.7,0.9,12.2,0.9,13.9,0.9,10.2,0.6,5.2,0.6,3.7,0.5,31.5,1.1,46727,2878,48.8,2.5,51.2,2.5,120687,3035,51.9,1.3,48.1,1.3,45030,2187,54.3,2.6,45.7,2.6,60755,2187,53.1,1.5,46.9,1.5,14902,1136,40.1,3.5,59.9,3.5,100273,2398,11.2,1.6,29.1,2.5,41.6,2.6,11.1,1.6,6.9,1.3,88.8,1.6,88.2,2.1,89.4,2.0,18.1,2.0,16.4,2.7,19.8,3.1,39999,1933,33461,2283
0400000US20,20,Kansas,012,Asian alone (400-499),71821,2664,48.7,1.4,51.3,1.4,8.6,1.1,15.3,1.8,13.4,1.6,19.6,1.6,17.7,1.5,10.2,0.9,8.5,1.4,4.7,1.1,2.0,0.7,31.3,0.9,17191,1630,47.7,3.7,52.3,3.7,54630,1943,49.0,1.5,51.0,1.5,23697,1847,52.1,3.5,47.9,3.5,26140,1336,45.7,2.1,54.3,2.1,4793,812,51.9,7.8,48.1,7.8,45015,1513,17.3,2.9,18.2,3.4,18.3,2.8,18.8,2.9,27.4,2.7,82.7,2.9,82.1,4.3,83.3,3.3,46.2,3.9,50.1,5.2,42.7,4.4,21085,1077,57943,8071
0400000US21,21,Kentucky,002,White alone,3844617,5968,49.2,0.1,50.8,0.1,5.9,0.1,16.1,0.1,9.4,0.1,12.6,0.1,13.0,0.1,14.6,0.1,13.4,0.1,8.6,0.1,6.3,0.1,39.9,0.2,847599,2893,51.6,0.3,48.4,0.3,2997018,3969,48.5,0.1,51.5,0.1,844712,2951,50.5,0.1,49.5,0.1,1576710,2566,49.2,0.1,50.8,0.1,575596,831,43.6,0.1,56.4,0.1,2637142,3556,16.0,0.3,34.6,0.4,27.5,0.4,13.1,0.3,8.9,0.3,84.0,0.3,82.7,0.5,85.2,0.4,22.0,0.4,21.5,0.5,22.5,0.5,905548,3058,43190,535
0400000US21,21,Kentucky,004,Black or African American alone,344584,6354,49.1,0.7,50.9,0.7,7.8,0.5,19.0,0.7,13.0,0.6,14.1,0.8,12.5,0.6,13.8,0.7,11.2,0.4,5.0,0.3,3.5,0.3,32.2,0.7,92486,4074,50.8,1.8,49.2,1.8,252098,3620,48.5,0.8,51.5,0.8,93470,3183,51.5,1.5,48.5,1.5,129213,3007,48.6,1.0,51.4,1.0,29415,1510,38.2,2.2,61.8,2.2,207233,3250,16.0,1.3,33.2,1.8,35.3,2.1,8.9,1.2,6.6,0.9,84.0,1.3,83.3,2.0,84.6,1.6,15.4,1.6,14.5,1.8,16.3,2.2,88141,2090,26739,1197
0400000US22,22,Louisiana,002,White alone,2891506,6690,49.5,0.1,50.5,0.1,5.9,0.1,15.6,0.1,9.4,0.1,13.5,0.1,12.4,0.1,14.4,0.1,13.3,0.1,8.6,0.1,6.7,0.1,39.6,0.2,622602,3264,51.4,0.3,48.6,0.3,2268904,5468,49.0,0.1,51.0,0.1,663326,3370,51.0,0.2,49.0,0.2,1160565,3454,49.8,0.1,50.2,0.1,445013,1590,43.9,0.2,56.1,0.2,1997253,5271,13.4,0.4,34.4,0.6,26.6,0.5,16.9,0.4,8.7,0.3,86.6,0.4,85.3,0.6,87.8,0.5,25.6,0.5,25.3,0.8,25.9,0.6,674145,3212,52333,806
0400000US22,22,Louisiana,004,Black or African American alone,1483239,6017,47.6,0.3,52.4,0.3,7.7,0.1,20.7,0.2,12.1,0.2,14.6,0.3,11.9,0.2,12.9,0.2,10.9,0.1,5.6,0.1,3.6,0.1,31.4,0.2,421066,3844,50.9,0.7,49.1,0.7,1062173,3955,46.4,0.2,53.6,0.2,396117,3792,47.9,0.5,52.1,0.5,529053,3859,46.8,0.4,53.2,0.4,137003,1995,40.3,0.7,59.7,0.7,882066,4619,23.7,0.8,35.3,0.9,27.9,0.8,8.7,0.5,4.4,0.3,76.3,0.8,73.4,1.3,78.8,0.9,13.2,0.6,10.3,0.6,15.6,0.9,391848,3480,27123,626
0400000US22,22,Louisiana,012,Asian alone (400-499),72216,2464,44.4,1.7,55.6,1.7,7.2,1.1,16.8,1.7,12.0,1.6,19.1,2.1,15.2,2.0,11.9,2.0,10.4,1.4,5.0,1.1,2.4,0.8,32.3,0.7,17315,1409,41.4,4.6,58.6,4.6,54901,2091,45.3,1.6,54.7,1.6,22434,1713,49.6,3.0,50.4,3.0,27107,1797,42.5,2.7,57.5,2.7,5360,939,41.2,5.2,58.8,5.2,46231,1959,23.3,3.2,18.9,2.5,15.5,2.4,22.2,2.9,20.0,3.6,76.7,3.2,77.2,4.6,76.2,3.9,42.2,4.2,42.3,5.6,42.2,4.8,21770,1321,45394,5849
0400000US23,23,Maine,002,White alone,1264328,1246,48.9,0.1,51.1,0.1,4.8,0.1,14.4,0.1,8.5,0.1,11.0,0.1,12.1,0.1,16.1,0.1,15.5,0.1,9.7,0.1,7.9,0.1,44.4,0.2,242658,855,51.5,0.2,48.5,0.2,1021670,941,48.3,0.1,51.7,0.1,246770,880,50.2,0.2,49.8,0.2,552420,875,48.9,0.1,51.1,0.1,222480,288,44.7,0.1,55.3,0.1,914289,1098,8.0,0.4,35.0,0.7,28.8,0.6,18.3,0.5,9.8,0.5,92.0,0.4,90.7,0.6,93.1,0.5,28.1,0.8,26.6,0.9,29.5,0.9,282895,1698,47253,1021
0400000US24,24,Maryland,002,White alone,3417690,12404,49.2,0.1,50.8,0.1,5.3,0.1,14.9,0.1,8.8,0.1,12.8,0.1,12.3,0.1,15.9,0.1,14.1,0.1,8.7,0.1,7.3,0.1,42.1,0.2,688942,5327,51.3,0.3,48.7,0.3,2728748,8661,48.7,0.1,51.3,0.1,736482,5869,51.2,0.2,48.8,0.2,1444036,5026,49.3,0.1,50.7,0.1,548230,1286,43.6,0.1,56.4,0.1,2428799,7258,8.7,0.3,25.8,0.5,24.7,0.4,22.1,0.4,18.8,0.4,91.3,0.3,90.8,0.4,91.9,0.4,40.9,0.5,41.8,0.6,40.1,0.6,792293,5124,80097,849
0400000US24,24,Maryland,004,Black or African American alone,1720936,7404,46.7,0.2,53.3,0.2,6.7,0.1,18.2,0.2,10.9,0.2,13.9,0.2,13.8,0.1,15.4,0.1,11.5,0.1,5.9,0.1,3.8,0.1,35.3,0.2,427174,5020,51.1,0.4,48.9,0.4,1293762,4870,45.3,0.2,54.7,0.2,426055,4089,48.0,0.4,52.0,0.4,699819,3517,45.0,0.2,55.0,0.2,167888,1278,39.3,0.4,60.7,0.4,1106822,4184,12.0,0.5,30.0,0.7,32.0,0.8,14.5,0.6,11.4,0.5,88.0,0.5,86.5,0.7,89.2,0.6,25.9,0.7,23.3,1.1,28.0,0.9,475374,3809,54887,1332
0400000US24,24,Maryland,012,Asian alone (400-499),339527,4265,46.8,0.5,53.2,0.5,5.8,0.3,16.0,0.4,9.0,0.3,16.0,0.4,17.6,0.4,14.5,0.4,11.1,0.2,6.4,0.3,3.6,0.2,36.7,0.5,73729,2431,48.6,1.2,51.4,1.2,265798,2756,46.3,0.5,53.7,0.5,85054,1916,47.7,1.2,52.3,1.2,146941,2067,45.6,0.6,54.4,0.6,33803,949,45.3,1.0,54.7,1.0,235187,2452,10.2,1.0,14.2,1.4,15.5,1.2,29.9,1.6,30.2,1.2,89.8,1.0,91.6,1.2,88.4,1.3,60.2,1.7,63.7,2.2,57.2,2.2,99052,1890,91327,3306
0400000US24,24,Maryland,070,Some other race alone,202979,13193,52.8,1.2,47.2,1.2,9.9,1.0,20.2,1.4,13.4,1.1,22.2,1.5,17.4,1.2,10.7,1.0,4.4,0.8,1.4,0.5,0.5,0.2,28.1,0.8,60946,5471,50.5,2.6,49.5,2.6,142033,9149,53.8,1.2,46.2,1.2,72239,5917,55.2,2.3,44.8,2.3,66105,5184,52.9,2.3,47.1,2.3,3689,1162,42.7,11.1,57.3,11.1,114862,7587,48.7,3.4,24.5,2.8,13.8,1.9,9.8,1.4,3.2,1.0,51.3,3.4,47.6,4.2,55.7,3.8,13.0,1.7,10.6,2.2,15.9,2.7,60085,4483,55729,2370
0400000US25,25,Massachusetts,002,White alone,5323896,12317,48.4,0.1,51.6,0.1,4.8,0.1,14.5,0.1,9.5,0.1,12.5,0.1,12.4,0.1,15.8,0.1,14.0,0.1,8.6,0.1,7.8,0.1,42.3,0.2,1031895,5091,51.2,0.2,48.8,0.2,4292001,8753,47.7,0.1,52.3,0.1,1175578,5573,49.9,0.2,50.1,0.2,2245610,4575,48.7,0.1,51.3,0.1,870813,1645,42.4,0.1,57.6,0.1,3784350,7085,8.1,0.3,26.1,0.4,24.9,0.4,23.4,0.3,17.4,0.3,91.9,0.3,91.5,0.3,92.3,0.3,40.9,0.4,41.1,0.5,40.7,0.5,1276892,5210,69713,874
0400000US25,25,Massachusetts,004,Black or African American alone,473527,7935,47.8,0.5,52.2,0.5,7.7,0.4,20.0,0.5,13.0,0.4,14.4,0.4,14.1,0.5,13.3,0.4,9.4,0.3,4.8,0.2,3.3,0.2,31.3,0.5,131279,3996,50.7,1.1,49.3,1.1,342248,5633,46.7,0.6,53.3,0.6,129877,3417,48.5,1.1,51.5,1.1,174039,3818,47.1,0.7,52.9,0.7,38332,1269,38.6,1.3,61.4,1.3,280651,4644,18.7,1.3,29.4,1.7,30.6,1.7,13.0,1.2,8.2,0.8,81.3,1.3,81.5,1.7,81.1,1.5,21.2,1.4,18.8,1.8,23.3,1.8,136058,3391,40394,1961
0400000US25,25,Massachusetts,012,Asian alone (400-499),381262,3962,47.5,0.3,52.5,0.3,6.4,0.3,15.8,0.4,12.8,0.4,19.6,0.4,17.6,0.4,12.1,0.4,8.4,0.2,4.3,0.2,3.1,0.3,32.6,0.4,84500,1975,48.5,1.3,51.5,1.3,296762,3050,47.2,0.4,52.8,0.4,123424,1999,47.1,0.7,52.9,0.7,145135,1892,47.7,0.6,52.3,0.6,28203,1075,44.7,1.6,55.3,1.6,248010,2963,16.1,1.3,16.3,1.5,11.5,1.2,24.5,1.4,31.7,1.6,83.9,1.3,85.7,1.4,82.3,1.8,56.1,1.8,58.7,2.4,53.9,1.9,123275,2222,72350,3594
0400000US25,25,Massachusetts,070,Some other race alone,269542,11807,49.4,1.3,50.6,1.3,7.8,0.8,21.0,1.1,15.0,1.1,18.0,1.1,15.0,0.9,12.3,0.9,6.2,0.6,3.1,0.4,1.7,0.4,28.4,0.9,77559,4999,49.8,2.2,50.2,2.2,191983,8625,49.2,1.5,50.8,1.5,89007,5089,51.8,2.8,48.2,2.8,89931,5074,48.1,1.7,51.9,1.7,13045,1536,39.7,4.4,60.3,4.4,151486,7582,33.4,2.4,30.8,2.4,22.9,1.9,8.4,1.6,4.4,0.9,66.6,2.4,64.8,3.1,68.2,2.8,12.8,1.6,12.3,2.5,13.3,1.8,81637,4803,34123,2769
